,Name,Genre,ID,Year,Imdb Rating,Director,Votes,Gross,malesRating,malesCount,femalesRating,femalesCount
209,Coco,Comedy,tt2380307,I 2017,8.4,Lee Unkrich,"476,870",209.73,8.3,"218,939",8.6,"68,211"
210,3 Idiots,Comedy,tt1187043,2009,8.4,Rajkumar Hirani,"385,978",6.53,8.3,"217,136",8.4,"36,790"
211,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,tt0057012,1964,8.4,Stanley Kubrick,"480,237",0.28,8.4,"308,507",8.1,"41,135"
212,The Great Dictator,Comedy,tt0032553,1940,8.4,Charles Chaplin,"220,091",0.29,8.4,"139,113",8.5,"22,563"
213,Up,Comedy,tt1049413,2009,8.3,Pete Docter,"1,013,760",293.0,8.2,"548,807",8.4,"170,239"
214,Toy Story 3,Comedy,tt0435761,2010,8.3,Lee Unkrich,"813,590",415.0,8.3,"468,212",8.3,"118,054"
215,Le fabuleux destin d'Amélie Poulain,Comedy,tt0211915,2001,8.3,Jean-Pierre Jeunet,"743,325",33.23,8.3,"397,339",8.5,"153,036"
216,Snatch,Comedy,tt0208092,2000,8.3,Guy Ritchie,"836,599",30.33,8.3,"546,350",8.1,"78,463"
217,Toy Story,Comedy,tt0114709,1995,8.3,John Lasseter,"963,408",191.8,8.3,"530,434",8.3,"137,803"
218,The Sting,Comedy,tt0070735,1973,8.3,George Roy Hill,"257,518",159.6,8.3,"164,513",8.2,"24,181"
219,The Apartment,Comedy,tt0053604,1960,8.3,Billy Wilder,"178,171",18.6,8.3,"105,043",8.1,"25,300"
220,Singin' in the Rain,Comedy,tt0045152,1952,8.3,Stanley Donen,"237,091",8.82,8.3,"122,286",8.5,"47,938"
221,The Kid,Comedy,tt0012349,1921,8.3,Charles Chaplin,"124,510",5.45,8.2,"75,821",8.4,"13,951"
222,Chhichhore,Comedy,tt9052870,2019,8.2,Nitesh Tiwari,"49,987",0.9,7.9,"18,415",8.0,"1,590"
223,Andhadhun,Comedy,tt8108198,2018,8.2,Sriram Raghavan,"89,194",1.37,8.1,"47,141",7.9,"5,096"
224,Green Book,Comedy,tt6966692,2018,8.2,Peter Farrelly,"463,871",85.08,8.2,"232,759",8.4,"56,864"
225,Inside Out,Comedy,tt2096673,I 2015,8.2,Pete Docter,"687,663",356.46,8.2,"337,960",8.2,"110,764"
226,Gangs of Wasseypur,Comedy,tt1954470,2012,8.2,Anurag Kashyap,"93,733",92.52,8.1,"58,087",6.9,"3,083"
227,The Wolf of Wall Street,Comedy,tt0993846,2013,8.2,Martin Scorsese,"1,340,923",116.9,8.2,"721,884",7.8,"159,737"
228,Finding Nemo,Comedy,tt0266543,2003,8.2,Andrew Stanton,"1,017,068",380.84,8.1,"543,321",8.4,"175,763"
229,"Lock, Stock and Two Smoking Barrels",Comedy,tt0120735,1998,8.2,Guy Ritchie,"571,002",3.9,8.2,"385,957",8.1,"48,446"
230,The Truman Show,Comedy,tt0120382,1998,8.2,Peter Weir,"1,036,383",125.62,8.2,"583,426",8.1,"139,321"
231,Monty Python and the Holy Grail,Comedy,tt0071853,1975,8.2,Terry Gilliam,"531,428",1.23,8.2,"326,302",8.2,"61,058"
232,Some Like It Hot,Comedy,tt0053291,1959,8.2,Billy Wilder,"262,177",25.0,8.2,"140,893",8.4,"50,781"
233,To Be or Not to Be,Comedy,tt0035446,1942,8.2,Ernst Lubitsch,"36,006",92.52,8.2,"23,042",8.1,"4,315"
234,The General,Comedy,tt0017925,1926,8.2,Clyde Bruckman,"89,887",1.03,8.2,"56,750",8.0,"8,723"
235,The Gold Rush,Comedy,tt0015864,1925,8.2,Charles Chaplin,"109,722",5.45,8.2,"69,833",8.1,"10,565"
236,Sherlock Jr.,Comedy,tt0015324,1924,8.2,Buster Keaton,"48,533",0.98,8.2,"30,665",8.2,"4,818"
237,Dil Bechara,Comedy,tt8110330,2020,8.1,Mukesh Chhabra,"128,654",92.52,8.1,"42,024",8.3,"4,428"
238,"Three Billboards Outside Ebbing, Missouri",Comedy,tt5027774,2017,8.1,Martin McDonagh,"489,960",54.51,8.1,"263,873",8.2,"64,648"
239,Klaus,Comedy,tt4729430,2019,8.1,Sergio Pablos,"141,873",92.52,8.0,"67,896",8.4,"19,303"
240,Bajrangi Bhaijaan,Comedy,tt3863552,2015,8.1,Kabir Khan,"85,053",8.18,7.9,"43,661",8.1,"4,609"
241,Queen,Comedy,tt3322420,2013,8.1,Vikas Bahl,"65,069",1.43,8.1,"39,072",8.2,"5,998"
242,Relatos salvajes,Comedy,tt3011894,2014,8.1,Damián Szifron,"193,707",3.11,8.1,"114,792",8.2,"26,545"
243,PK,Comedy,tt2338151,2014,8.1,Rajkumar Hirani,"179,685",10.62,8.0,"101,904",8.1,"13,612"
244,OMG: Oh My God!,Comedy,tt2283748,2012,8.1,Umesh Shukla,"57,529",0.92,8.1,"33,658",7.7,"2,421"
245,The Grand Budapest Hotel,Comedy,tt2278388,2014,8.1,Wes Anderson,"780,832",59.1,8.1,"424,032",8.1,"122,220"
246,Barfi!,Comedy,tt2082197,2012,8.1,Anurag Basu,"80,763",2.8,8.1,"50,368",8.2,"6,941"
247,Zindagi Na Milegi Dobara,Comedy,tt1562872,2011,8.1,Zoya Akhtar,"75,927",3.11,8.1,"47,643",7.8,"4,920"
248,Mary and Max.,Comedy,tt0978762,2009,8.1,Adam Elliot,"175,004",92.52,8.0,"100,923",8.4,"34,013"
249,How to Train Your Dragon,Comedy,tt0892769,2010,8.1,Dean DeBlois,"719,897",217.58,8.0,"395,174",8.4,"124,666"
250,The Godfather,Crime,tt0068646,1972,9.2,Francis Ford Coppola,"1,781,297",134.97,9.2,"1,058,558",8.9,"163,491"
251,Aynabaji,Crime,tt5354160,2016,9.0,Amitabh Reza Chowdhury,"25,866",92.52,8.8,"13,417",8.9,935
252,The Dark Knight,Crime,tt0468569,2008,9.0,Christopher Nolan,"2,556,384",534.86,9.0,"1,476,807",8.7,"264,598"
253,The Godfather: Part II,Crime,tt0071562,1974,9.0,Francis Ford Coppola,"1,230,476",57.3,9.0,"751,118",8.8,"104,169"
254,12 Angry Men,Crime,tt0050083,1957,9.0,Sidney Lumet,"763,815",4.36,9.0,"447,474",8.9,"75,845"
255,Jai Bhim,Crime,tt15097216,2021,8.9,T.J. Gnanavel,"188,489",92.52,8.4,"35,446",7.7,"1,570"
256,K.G.F: Chapter 2,Crime,tt10698680,2022,8.9,Prashanth Neel,"93,320",92.52,8.3,"13,286",7.5,428
257,Pulp Fiction,Crime,tt0110912,1994,8.9,Quentin Tarantino,"1,983,218",107.93,9.0,"1,143,492",8.5,"219,707"
258,Goodfellas,Crime,tt0099685,1990,8.7,Martin Scorsese,"1,115,398",46.84,8.7,"692,098",8.4,"90,029"
259,Cidade de Deus,Crime,tt0317248,2002,8.6,Fernando Meirelles,"741,085",7.56,8.6,"489,586",8.4,"70,449"
260,The Green Mile,Crime,tt0120689,1999,8.6,Frank Darabont,"1,257,284",136.8,8.6,"706,632",8.7,"166,358"
261,Se7en,Crime,tt0114369,1995,8.6,David Fincher,"1,586,550",100.13,8.7,"903,831",8.5,"190,637"
262,The Silence of the Lambs,Crime,tt0102926,1991,8.6,Jonathan Demme,"1,384,914",130.74,8.6,"768,493",8.6,"188,084"
263,Sardar Udham,Crime,tt10280296,2021,8.5,Shoojit Sircar,"39,246",92.52,8.2,"11,420",7.6,634
264,The Departed,Crime,tt0407887,2006,8.5,Martin Scorsese,"1,285,610",132.38,8.5,"794,469",8.4,"133,784"
265,The Usual Suspects,Crime,tt0114814,1995,8.5,Bryan Singer,"1,060,490",23.34,8.5,"658,680",8.4,"102,537"
266,Léon,Crime,tt0110413,1994,8.5,Luc Besson,"1,126,379",19.5,8.5,"666,088",8.6,"131,302"
267,Joker,Crime,tt7286456,I 2019,8.4,Todd Phillips,"1,191,068",335.45,8.3,"549,455",8.4,"111,424"
268,The Dark Knight Rises,Crime,tt1345836,2012,8.4,Christopher Nolan,"1,652,506",448.14,8.4,"990,817",8.4,"168,590"
269,Drishyam 2,Crime,tt12361178,2021,8.4,Jeethu Joseph,"34,847",92.52,8.2,"12,256",7.6,680
270,Tengoku to jigoku,Crime,tt0057565,1963,8.4,Akira Kurosawa,"42,773",92.52,8.4,"28,088",8.2,"3,540"
271,Witness for the Prosecution,Crime,tt0051201,1957,8.4,Billy Wilder,"122,092",8.18,8.4,"73,346",8.5,"13,946"
272,Ratsasan,Crime,tt7060344,2018,8.3,Ram Kumar,"39,375",92.52,8.0,"16,710",7.2,"1,008"
273,Drishyam,Crime,tt3417422,2013,8.3,Jeethu Joseph,"40,355",92.52,8.1,"23,163",7.4,"1,487"
274,Snatch,Crime,tt0208092,2000,8.3,Guy Ritchie,"836,599",30.33,8.3,"546,350",8.1,"78,463"
275,Heat,Crime,tt0113277,1995,8.3,Michael Mann,"633,848",67.44,8.3,"425,634",7.9,"39,040"
276,Reservoir Dogs,Crime,tt0105236,1992,8.3,Quentin Tarantino,"990,315",2.83,8.3,"612,977",8.1,"88,318"
277,Once Upon a Time in America,Crime,tt0087843,1984,8.3,Sergio Leone,"342,803",5.32,8.4,"226,239",8.1,"25,091"
278,Scarface,Crime,tt0086250,1983,8.3,Brian De Palma,"810,795",45.6,8.3,"520,393",8.0,"62,350"
279,Taxi Driver,Crime,tt0075314,1976,8.3,Martin Scorsese,"796,668",28.26,8.3,"487,734",8.0,"72,117"
280,The Sting,Crime,tt0070735,1973,8.3,George Roy Hill,"257,518",159.6,8.3,"164,513",8.2,"24,181"
281,A Clockwork Orange,Crime,tt0066921,1971,8.3,Stanley Kubrick,"809,792",6.21,8.3,"483,676",8.1,"99,658"
282,To Kill a Mockingbird,Crime,tt0056592,1962,8.3,Robert Mulligan,"311,729",92.52,8.2,"177,689",8.4,"50,753"
283,Double Indemnity,Crime,tt0036775,1944,8.3,Billy Wilder,"154,266",5.72,8.3,"94,280",8.1,"18,569"
284,M - Eine Stadt sucht einen Mörder,Crime,tt0022100,1931,8.3,Fritz Lang,"155,235",0.03,8.3,"97,338",8.2,"16,980"
285,Andhadhun,Crime,tt8108198,2018,8.2,Sriram Raghavan,"89,194",1.37,8.1,"47,141",7.9,"5,096"
286,K.G.F: Chapter 1,Crime,tt7838252,2018,8.2,Prashanth Neel,"73,826",92.52,7.9,"25,125",7.2,716
287,Vikram Vedha,Crime,tt6148156,2017,8.2,Gayatri,"36,878",92.52,8.0,"18,999",7.3,911
288,Drishyam,Crime,tt4430212,2015,8.2,Nishikant Kamat,"79,669",0.74,8.1,"45,741",7.8,"3,809"
289,Gangs of Wasseypur,Crime,tt1954470,2012,8.2,Anurag Kashyap,"93,733",92.52,8.1,"58,087",6.9,"3,083"
290,Paan Singh Tomar,Crime,tt1620933,2012,8.2,Tigmanshu Dhulia,"35,929",0.04,8.1,"24,667",7.7,"1,015"
291,Article 15,Crime,tt10324144,2019,8.2,Anubhav Sinha,"32,520",92.52,8.0,"15,769",8.2,"1,101"
292,The Wolf of Wall Street,Crime,tt0993846,2013,8.2,Martin Scorsese,"1,340,923",116.9,8.2,"721,884",7.8,"159,737"
293,No Country for Old Men,Crime,tt0477348,2007,8.2,Ethan Coen,"941,389",74.28,8.2,"598,854",7.7,"84,186"
294,Batman Begins,Crime,tt0372784,2005,8.2,Christopher Nolan,"1,426,995",206.85,8.3,"865,929",8.1,"138,803"
295,Kill Bill: Vol. 1,Crime,tt0266697,2003,8.2,Quentin Tarantino,"1,083,831",70.1,8.1,"645,160",8.2,"129,688"
296,"Lock, Stock and Two Smoking Barrels",Crime,tt0120735,1998,8.2,Guy Ritchie,"571,002",3.9,8.2,"385,957",8.1,"48,446"
297,L.A. Confidential,Crime,tt0119488,1997,8.2,Curtis Hanson,"571,513",64.62,8.3,"373,146",8.0,"52,066"
298,Casino,Crime,tt0112641,1995,8.2,Martin Scorsese,"505,898",42.44,8.2,"332,924",7.9,"35,072"
299,Z,Crime,tt0065234,1969,8.2,Costa-Gavras,"28,202",0.08,8.2,"19,681",8.2,"2,611"
300,Hababam Sinifi,Drama,tt0252487,1975,9.3,Ertem Egilmez,"40,114",92.52,9.2,"26,161",9.4,"3,251"
301,The Shawshank Redemption,Drama,tt0111161,1994,9.3,Frank Darabont,"2,585,807",28.34,9.3,"1,460,885",9.3,"291,450"
302,The Godfather,Drama,tt0068646,1972,9.2,Francis Ford Coppola,"1,781,297",134.97,9.2,"1,058,558",8.9,"163,491"
303,The Dark Knight,Drama,tt0468569,2008,9.0,Christopher Nolan,"2,556,384",534.86,9.0,"1,476,807",8.7,"264,598"
304,The Lord of the Rings: The Return of the King,Drama,tt0167260,2003,9.0,Peter Jackson,"1,777,166",377.85,9.0,"1,027,904",8.9,"218,150"
305,Schindler's List,Drama,tt0108052,1993,9.0,Steven Spielberg,"1,316,144",96.9,9.0,"750,230",9.0,"169,181"
306,The Godfather: Part II,Drama,tt0071562,1974,9.0,Francis Ford Coppola,"1,230,476",57.3,9.0,"751,118",8.8,"104,169"
307,12 Angry Men,Drama,tt0050083,1957,9.0,Sidney Lumet,"763,815",4.36,9.0,"447,474",8.9,"75,845"
308,Jai Bhim,Drama,tt15097216,2021,8.9,T.J. Gnanavel,"188,489",92.52,8.4,"35,446",7.7,"1,570"
309,K.G.F: Chapter 2,Drama,tt10698680,2022,8.9,Prashanth Neel,"93,320",92.52,8.3,"13,286",7.5,428
310,Pulp Fiction,Drama,tt0110912,1994,8.9,Quentin Tarantino,"1,983,218",107.93,9.0,"1,143,492",8.5,"219,707"
311,The Lord of the Rings: The Two Towers,Drama,tt0167261,2002,8.8,Peter Jackson,"1,605,071",342.55,8.8,"923,037",8.7,"201,716"
312,Fight Club,Drama,tt0137523,1999,8.8,David Fincher,"2,035,549",37.03,8.8,"1,150,407",8.7,"249,247"
313,The Lord of the Rings: The Fellowship of the Ring,Drama,tt0120737,2001,8.8,Peter Jackson,"1,798,460",315.54,8.8,"1,023,550",8.8,"229,375"
314,Forrest Gump,Drama,tt0109830,1994,8.8,Robert Zemeckis,"1,995,261",330.25,8.8,"1,060,774",8.7,"277,679"
315,Soorarai Pottru,Drama,tt10189514,2020,8.7,Sudha Kongara,"110,171",92.52,8.2,"20,300",7.9,"1,024"
316,Goodfellas,Drama,tt0099685,1990,8.7,Martin Scorsese,"1,115,398",46.84,8.7,"692,098",8.4,"90,029"
317,One Flew Over the Cuckoo's Nest,Drama,tt0073486,1975,8.7,Milos Forman,"983,151",112.0,8.7,"583,993",8.6,"125,368"
318,Interstellar,Drama,tt0816692,2014,8.6,Christopher Nolan,"1,729,417",188.02,8.6,"914,451",8.4,"179,589"
319,Cidade de Deus,Drama,tt0317248,2002,8.6,Fernando Meirelles,"741,085",7.56,8.6,"489,586",8.4,"70,449"
320,Saving Private Ryan,Drama,tt0120815,1998,8.6,Steven Spielberg,"1,346,374",216.54,8.7,"817,096",8.2,"118,837"
321,The Green Mile,Drama,tt0120689,1999,8.6,Frank Darabont,"1,257,284",136.8,8.6,"706,632",8.7,"166,358"
322,La vita è bella,Drama,tt0118799,1997,8.6,Roberto Benigni,"676,451",57.6,8.6,"366,700",8.9,"110,658"
323,Se7en,Drama,tt0114369,1995,8.6,David Fincher,"1,586,550",100.13,8.7,"903,831",8.5,"190,637"
324,The Silence of the Lambs,Drama,tt0102926,1991,8.6,Jonathan Demme,"1,384,914",130.74,8.6,"768,493",8.6,"188,084"
325,Seppuku,Drama,tt0056058,1962,8.6,Masaki Kobayashi,"53,853",92.52,8.6,"34,632",8.3,"4,042"
326,Shichinin no samurai,Drama,tt0047478,1954,8.6,Akira Kurosawa,"338,966",0.27,8.7,"223,739",8.3,"23,903"
327,It's a Wonderful Life,Drama,tt0038650,1946,8.6,Frank Capra,"444,779",92.52,8.6,"243,737",8.6,"69,737"
328,Asuran,Drama,tt9477520,2019,8.5,Vetrimaaran,"26,339",92.52,8.2,"9,567",7.9,279
329,Gisaengchung,Drama,tt6751668,2019,8.5,Bong Joon Ho,"742,689",53.37,8.5,"337,385",8.5,"78,057"
330,Whiplash,Drama,tt2582802,2014,8.5,Damien Chazelle,"808,390",13.09,8.5,"434,760",8.3,"99,640"
331,The Intouchables,Drama,tt1675434,2011,8.5,Olivier Nakache,"831,582",13.18,8.5,"448,242",8.7,"131,913"
332,Sardar Udham,Drama,tt10280296,2021,8.5,Shoojit Sircar,"39,246",92.52,8.2,"11,420",7.6,634
333,The Prestige,Drama,tt0482571,2006,8.5,Christopher Nolan,"1,293,554",53.09,8.5,"762,595",8.4,"159,247"
334,The Departed,Drama,tt0407887,2006,8.5,Martin Scorsese,"1,285,610",132.38,8.5,"794,469",8.4,"133,784"
335,The Pianist,Drama,tt0253474,2002,8.5,Roman Polanski,"805,019",32.57,8.5,"448,870",8.7,"118,171"
336,Gladiator,Drama,tt0172495,2000,8.5,Ridley Scott,"1,453,664",187.71,8.6,"869,621",8.3,"154,091"
337,American History X,Drama,tt0120586,1998,8.5,Tony Kaye,"1,096,192",6.72,8.5,"677,965",8.6,"128,746"
338,The Usual Suspects,Drama,tt0114814,1995,8.5,Bryan Singer,"1,060,490",23.34,8.5,"658,680",8.4,"102,537"
339,Léon,Drama,tt0110413,1994,8.5,Luc Besson,"1,126,379",19.5,8.5,"666,088",8.6,"131,302"
340,The Lion King,Drama,tt0110357,1994,8.5,Roger Allers,"1,024,112",422.78,8.4,"536,485",8.8,"175,720"
341,Nuovo Cinema Paradiso,Drama,tt0095765,1988,8.5,Giuseppe Tornatore,"254,599",11.99,8.5,"147,391",8.6,"36,575"
342,Hotaru no haka,Drama,tt0095327,1988,8.5,Isao Takahata,"266,729",92.52,8.5,"144,443",8.6,"37,981"
343,Apocalypse Now,Drama,tt0078788,1979,8.5,Francis Ford Coppola,"650,947",83.47,8.5,"423,938",8.1,"46,313"
344,Casablanca,Drama,tt0034583,1942,8.5,Michael Curtiz,"559,406",1.02,8.5,"320,096",8.3,"83,674"
345,Modern Times,Drama,tt0027977,1936,8.5,Charles Chaplin,"237,230",0.16,8.5,"144,235",8.4,"25,937"
346,City Lights,Drama,tt0021749,1931,8.5,Charles Chaplin,"181,547",0.02,8.5,"111,899",8.4,"19,851"
347,Hamilton,Drama,tt8503618,2020,8.4,Thomas Kail,"87,030",92.52,8.1,"36,430",9.0,"13,877"
348,Capharnaüm,Drama,tt8267604,2018,8.4,Nadine Labaki,"84,652",1.66,8.3,"43,500",8.7,"11,238"
349,RRR (Rise Roar Revolt),Drama,tt8178634,2022,8.4,S.S. Rajamouli,"63,762",92.52,8.0,"11,668",8.0,443
350,Sen to Chihiro no kamikakushi,Family,tt0245429,2001,8.6,Hayao Miyazaki,"731,975",10.06,8.5,"373,201",8.7,"122,502"
351,It's a Wonderful Life,Family,tt0038650,1946,8.6,Frank Capra,"444,779",92.52,8.6,"243,737",8.6,"69,737"
352,The Lion King,Family,tt0110357,1994,8.5,Roger Allers,"1,024,112",422.78,8.4,"536,485",8.8,"175,720"
353,Spider-Man: Into the Spider-Verse,Family,tt4633694,2018,8.4,Bob Persichetti,"489,724",190.24,8.3,"239,014",8.5,"36,758"
354,Coco,Family,tt2380307,I 2017,8.4,Lee Unkrich,"476,870",209.73,8.3,"218,939",8.6,"68,211"
355,WALL·E,Family,tt0910970,2008,8.4,Andrew Stanton,"1,083,681",223.81,8.4,"618,113",8.5,"156,256"
356,Up,Family,tt1049413,2009,8.3,Pete Docter,"1,013,760",293.0,8.2,"548,807",8.4,"170,239"
357,Taare Zameen Par,Family,tt0986264,2007,8.3,Aamir Khan,"188,526",1.22,8.3,"106,916",8.3,"18,056"
358,Toy Story 3,Family,tt0435761,2010,8.3,Lee Unkrich,"813,590",415.0,8.3,"468,212",8.3,"118,054"
359,Toy Story,Family,tt0114709,1995,8.3,John Lasseter,"963,408",191.8,8.3,"530,434",8.3,"137,803"
360,The Kid,Family,tt0012349,1921,8.3,Charles Chaplin,"124,510",5.45,8.2,"75,821",8.4,"13,951"
361,Inside Out,Family,tt2096673,I 2015,8.2,Pete Docter,"687,663",356.46,8.2,"337,960",8.2,"110,764"
362,Babam ve Oglum,Family,tt0476735,2005,8.2,Cagan Irmak,"85,586",92.52,8.1,"47,995",8.5,"11,227"
363,Hauru no ugoku shiro,Family,tt0347149,2004,8.2,Hayao Miyazaki,"379,205",4.71,8.0,"187,049",8.6,"74,313"
364,Finding Nemo,Family,tt0266543,2003,8.2,Andrew Stanton,"1,017,068",380.84,8.1,"543,321",8.4,"175,763"
365,Bacheha-Ye aseman,Family,tt0118849,1997,8.2,Majid Majidi,"73,514",0.93,8.2,"39,975",8.4,"9,589"
366,Klaus,Family,tt4729430,2019,8.1,Sergio Pablos,"141,873",92.52,8.0,"67,896",8.4,"19,303"
367,Ôkami kodomo no Ame to Yuki,Family,tt2140203,2012,8.1,Mamoru Hosoda,"43,884",92.52,8.0,"21,629",8.2,"8,088"
368,Hachi: A Dog's Tale,Family,tt1028532,2009,8.1,Lasse Hallström,"277,702",92.52,8.0,"147,709",8.4,"51,279"
369,How to Train Your Dragon,Family,tt0892769,2010,8.1,Dean DeBlois,"719,897",217.58,8.0,"395,174",8.4,"124,666"
370,Chak De! India,Family,tt0871510,2007,8.1,Shimit Amin,"79,170",1.11,8.1,"51,564",7.9,"4,780"
371,Ratatouille,Family,tt0382932,2007,8.1,Brad Bird,"703,150",206.45,8.0,"388,580",8.1,"120,638"
372,"Monsters, Inc.",Family,tt0198781,2001,8.1,Pete Docter,"883,036",289.92,8.0,"470,848",8.3,"145,211"
373,Tonari no Totoro,Family,tt0096283,1988,8.1,Hayao Miyazaki,"327,431",1.11,8.1,"163,458",8.4,"60,484"
374,The Sound of Music,Family,tt0059742,1965,8.1,Robert Wise,"226,433",163.21,7.9,"100,221",8.4,"62,574"
375,The Wizard of Oz,Family,tt0032138,1939,8.1,Victor Fleming,"389,902",2.08,8.0,"211,109",8.2,"76,085"
376,The Circus,Family,tt0018773,1928,8.1,Charles Chaplin,"33,342",92.52,8.1,"22,270",8.1,"3,407"
377,WolfWalkers,Family,tt5198068,2020,8.0,Tomm Moore,"30,424",92.52,7.9,"16,393",8.2,"3,273"
378,Soul,Family,tt2948372,2020,8.0,Pete Docter,"309,025",92.52,8.0,"137,140",8.1,"34,754"
379,Zootopia,Family,tt2948356,2016,8.0,Byron Howard,"481,674",341.27,7.9,"241,711",8.2,"74,479"
380,Kaguya-hime no monogatari,Family,tt2576852,2013,8.0,Isao Takahata,"45,193",1.51,7.9,"24,181",8.1,"7,871"
381,Song of the Sea,Family,tt1865505,2014,8.0,Tomm Moore,"57,392",0.86,7.9,"31,014",8.4,"11,411"
382,The Incredibles,Family,tt0317705,2004,8.0,Brad Bird,"710,013",261.44,8.0,"406,309",7.9,"104,442"
383,The Iron Giant,Family,tt0129167,1999,8.0,Brad Bird,"187,501",23.16,8.0,"116,886",8.0,"22,441"
384,Aladdin,Family,tt0103639,1992,8.0,Ron Clements,"403,115",217.35,8.0,"209,548",8.2,"80,528"
385,Beauty and the Beast,Family,tt0101414,1991,8.0,Gary Trousdale,"442,291",218.97,7.9,"213,763",8.6,"108,967"
386,The Princess Bride,Family,tt0093779,1987,8.0,Rob Reiner,"420,848",30.86,7.9,"217,579",8.2,"85,764"
387,Tenkû no shiro Rapyuta,Family,tt0092067,1986,8.0,Hayao Miyazaki,"163,046",92.52,8.0,"90,558",8.0,"26,399"
388,Fiddler on the Roof,Family,tt0067093,1971,8.0,Norman Jewison,"43,108",80.5,7.9,"23,232",8.3,"9,296"
389,Togo,Family,tt5116302,2019,7.9,Ericson Core,"47,095",92.52,7.8,"26,779",8.4,"5,043"
390,Wonder,Family,tt2543472,I 2017,7.9,Stephen Chbosky,"159,949",132.42,7.8,"76,862",8.1,"30,570"
391,Fantastic Mr. Fox,Family,tt0432283,2009,7.9,Wes Anderson,"224,864",21.0,7.8,"132,374",7.8,"33,399"
392,Harry Potter and the Prisoner of Azkaban,Family,tt0304141,2004,7.9,Alfonso Cuarón,"614,265",249.36,7.8,"319,837",8.3,"112,421"
393,Shrek,Family,tt0126029,2001,7.9,Andrew Adamson,"659,592",267.67,7.8,"363,382",8.0,"108,908"
394,Toy Story 2,Family,tt0120363,1999,7.9,John Lasseter,"566,095",245.85,7.9,"324,903",7.8,"79,645"
395,Mimi wo sumaseba,Family,tt0113824,1995,7.9,Yoshifumi Kondô,"60,646",92.52,7.8,"29,047",8.0,"13,038"
396,The Nightmare Before Christmas,Family,tt0107688,1993,7.9,Henry Selick,"326,649",75.08,7.9,"167,068",8.2,"72,656"
397,A Christmas Story,Family,tt0085334,1983,7.9,Bob Clark,"146,261",20.61,7.9,"84,865",8.0,"23,568"
398,E.T. the Extra-Terrestrial,Family,tt0083866,1982,7.9,Steven Spielberg,"398,637",435.11,7.9,"235,394",7.9,"57,831"
399,The Ten Commandments,Family,tt0049833,1956,7.9,Cecil B. DeMille,"70,264",93.74,7.8,"44,178",8.0,"7,738"
400,The Lord of the Rings: The Return of the King,Fantasy,tt0167260,2003,9.0,Peter Jackson,"1,777,166",377.85,9.0,"1,027,904",8.9,"218,150"
401,Everything Everywhere All at Once,Fantasy,tt6710474,2022,8.8,Dan Kwan,"39,711",92.52,8.7,"17,826",8.7,"3,781"
402,The Lord of the Rings: The Two Towers,Fantasy,tt0167261,2002,8.8,Peter Jackson,"1,605,071",342.55,8.8,"923,037",8.7,"201,716"
403,The Lord of the Rings: The Fellowship of the Ring,Fantasy,tt0120737,2001,8.8,Peter Jackson,"1,798,460",315.54,8.8,"1,023,550",8.8,"229,375"
404,The Empire Strikes Back,Fantasy,tt0080684,1980,8.7,Irvin Kershner,"1,250,377",290.48,8.8,"748,520",8.5,"114,637"
405,Sen to Chihiro no kamikakushi,Fantasy,tt0245429,2001,8.6,Hayao Miyazaki,"731,975",10.06,8.5,"373,201",8.7,"122,502"
406,The Green Mile,Fantasy,tt0120689,1999,8.6,Frank Darabont,"1,257,284",136.8,8.6,"706,632",8.7,"166,358"
407,Star Wars,Fantasy,tt0076759,1977,8.6,George Lucas,"1,321,909",322.74,8.6,"785,623",8.4,"128,929"
408,It's a Wonderful Life,Fantasy,tt0038650,1946,8.6,Frank Capra,"444,779",92.52,8.6,"243,737",8.6,"69,737"
409,Kimi no na wa.,Fantasy,tt5311514,2016,8.4,Makoto Shinkai,"250,241",5.02,8.3,"111,398",8.4,"27,021"
410,Spider-Man: Into the Spider-Verse,Fantasy,tt4633694,2018,8.4,Bob Persichetti,"489,724",190.24,8.3,"239,014",8.5,"36,758"
411,Coco,Fantasy,tt2380307,I 2017,8.4,Lee Unkrich,"476,870",209.73,8.3,"218,939",8.6,"68,211"
412,Spider-Man: No Way Home,Fantasy,tt10872600,2021,8.4,Jon Watts,"626,882",92.52,8.2,"231,346",8.5,"37,616"
413,Mononoke-hime,Fantasy,tt0119698,1997,8.4,Hayao Miyazaki,"381,988",2.38,8.3,"210,569",8.3,"56,888"
414,Toy Story 3,Fantasy,tt0435761,2010,8.3,Lee Unkrich,"813,590",415.0,8.3,"468,212",8.3,"118,054"
415,Toy Story,Fantasy,tt0114709,1995,8.3,John Lasseter,"963,408",191.8,8.3,"530,434",8.3,"137,803"
416,Star Wars: Episode VI - Return of the Jedi,Fantasy,tt0086190,1983,8.3,Richard Marquand,"1,021,491",309.13,8.3,"611,256",8.3,"95,614"
417,Tumbbad,Fantasy,tt8239946,2018,8.2,Rahi Anil Barve,"41,702",92.52,8.1,"20,203",7.5,"1,387"
418,Inside Out,Fantasy,tt2096673,I 2015,8.2,Pete Docter,"687,663",356.46,8.2,"337,960",8.2,"110,764"
419,Kimetsu no Yaiba: Mugen Ressha-Hen,Fantasy,tt11032374,2020,8.2,Haruo Sotozaki,"52,251",47.7,8.0,"17,867",8.2,"2,340"
