,Name,Genre,ID,Year,Imdb Rating,Director,Votes,Gross,malesRating,malesCount,femalesRating,femalesCount
1097,Minnal Murali,Comedy,tt7268738,2021,7.9,Basil Joseph,"27,997",,7.6,"8,643",7.6,403
1098,Padman,Comedy,tt7218518,2018,7.9,R. Balki,"25,627",$1.66M,7.8,"13,212",7.9,"1,941"
1099,Sing Street,Comedy,tt3544112,2016,7.9,John Carney,"92,682",$3.24M,7.9,"52,222",7.9,"13,662"
1100,Thor: Ragnarok,Comedy,tt3501632,2017,7.9,Taika Waititi,"707,449",$315.06M,7.8,"355,041",8.1,"73,307"
1101,Jojo Rabbit,Comedy,tt2584384,2019,7.9,Taika Waititi,"372,185",$0.35M,7.8,"184,389",8.1,"44,373"
1102,The Artist,Comedy,tt1655442,2011,7.9,Michel Hazanavicius,"240,202",$44.67M,7.8,"151,432",8.1,"45,373"
1103,Dev.D,Comedy,tt1327035,2009,7.9,Anurag Kashyap,"30,528",$0.01M,8.0,"22,287",7.5,"1,426"
1104,Jab We Met,Comedy,tt1093370,2007,7.9,Imtiaz Ali,"52,383",$0.41M,7.8,"31,455",7.9,"5,149"
1105,Mimi,Comedy,tt10895576,2021,7.9,Rajesh Bhatia,"37,945",,7.6,"11,265",7.7,"1,518"
1106,Verdens verste menneske,Comedy,tt10370710,2021,7.9,Joachim Trier,"48,500",,7.8,"23,899",7.9,"6,712"
1107,In Bruges,Comedy,tt0780536,2008,7.9,Martin McDonagh,"416,310",$7.76M,7.9,"285,998",7.8,"46,635"
1108,Fantastic Mr. Fox,Comedy,tt0432283,2009,7.9,Wes Anderson,"226,411",$21.00M,7.8,"132,801",7.8,"33,505"
1109,C.R.A.Z.Y.,Comedy,tt0401085,2005,7.9,Jean-Marc Vallée,"32,804",,7.8,"20,632",8.1,"6,674"
1110,Shaun of the Dead,Comedy,tt0365748,2004,7.9,Edgar Wright,"548,767",$13.54M,7.9,"352,325",7.9,"63,589"
1111,Kal Ho Naa Ho,Comedy,tt0347304,2003,7.9,Nikkhil Advani,"68,406",$1.79M,7.8,"42,360",7.9,"6,482"
1112,No Man's Land,Comedy,tt0283509,2001,7.9,Danis Tanovic,"46,991",$1.06M,7.9,"33,285",8.1,"4,539"
1113,Almost Famous,Comedy,tt0181875,2000,7.9,Cameron Crowe,"273,153",$32.53M,7.9,"160,262",7.8,"48,359"
1114,Shrek,Comedy,tt0126029,2001,7.9,Andrew Adamson,"662,931",$267.67M,7.8,"364,171",8.0,"109,112"
1115,Toy Story 2,Comedy,tt0120363,1999,7.9,John Lasseter,"569,543",$245.85M,7.9,"325,759",7.8,"79,801"
1116,Knockin' on Heaven's Door,Comedy,tt0119472,1997,7.9,Thomas Jahn,"30,275",$0.00M,7.8,"19,547",8.3,"3,680"
1117,Do the Right Thing,Comedy,tt0097216,1989,7.9,Spike Lee,"100,793",$27.55M,7.9,"65,377",7.8,"8,243"
1118,Hannah and Her Sisters,Comedy,tt0091167,1986,7.9,Woody Allen,"71,158",$40.08M,7.9,"44,207",7.7,"10,784"
1119,This Is Spinal Tap,Comedy,tt0088258,1984,7.9,Rob Reiner,"138,713",$4.74M,7.9,"92,853",7.8,"13,536"
1120,A Christmas Story,Comedy,tt0085334,1983,7.9,Bob Clark,"146,566",$20.61M,7.9,"84,971",8.0,"23,598"
1121,The Blues Brothers,Comedy,tt0080455,1980,7.9,John Landis,"196,793",$57.23M,7.9,"126,556",7.8,"18,599"
1122,Manhattan,Comedy,tt0079522,1979,7.9,Woody Allen,"139,284",$45.70M,7.9,"87,657",7.7,"20,883"
1123,Amarcord,Comedy,tt0071129,1973,7.9,Federico Fellini,"43,331",$0.58M,7.8,"28,321",7.9,"4,958"
1124,Harold and Maude,Comedy,tt0067185,1971,7.9,Hal Ashby,"76,906",,7.8,"44,820",8.2,"14,792"
1125,Charade,Comedy,tt0056923,1963,7.9,Stanley Donen,"76,423",$13.47M,7.8,"42,729",8.0,"14,580"
1126,Harvey,Comedy,tt0042546,1950,7.9,Henry Koster,"55,452",,7.9,"35,084",8.2,"8,736"
1127,Miracle on 34th Street,Comedy,tt0039628,1947,7.9,George Seaton,"47,476",$2.65M,7.8,"26,627",8.1,"9,431"
1128,Arsenic and Old Lace,Comedy,tt0036613,1943,7.9,Frank Capra,"70,299",,7.9,"40,694",8.2,"13,761"
1129,Sullivan's Travels,Comedy,tt0034240,1941,7.9,Preston Sturges,"26,195",,7.9,"17,492",7.9,"3,206"
1130,The Philadelphia Story,Comedy,tt0032904,1940,7.9,George Cukor,"68,720",,7.8,"37,614",8.2,"14,501"
1131,La règle du jeu,Comedy,tt0031885,1939,7.9,Jean Renoir,"28,845",,8.0,"19,766",7.7,"2,886"
1132,The Thin Man,Comedy,tt0025878,1934,7.9,W.S. Van Dyke,"29,411",,7.8,"17,439",8.2,"4,875"
1133,The Gentlemen,Comedy,tt8367814,2019,7.8,Guy Ritchie,"321,945",,7.7,"169,737",7.8,"29,228"
1134,Hindi Medium,Comedy,tt5764096,2017,7.8,Saket Chaudhary,"28,309",,7.7,"15,393",7.6,"1,467"
1135,Isle of Dogs,Comedy,tt5104604,2018,7.8,Wes Anderson,"164,550",$32.02M,7.7,"87,055",8.0,"20,029"
1136,Hunt for the Wilderpeople,Comedy,tt4698684,2016,7.8,Taika Waititi,"128,237",$5.20M,7.7,"74,758",8.1,"16,548"
1137,Paddington 2,Comedy,tt4468740,2017,7.8,Paul King,"75,014",$40.44M,7.7,"40,634",7.9,"9,932"
1138,Captain Fantastic,Comedy,tt3553976,2016,7.8,Matt Ross,"215,186",$5.88M,7.8,"121,927",8.0,"32,785"
1139,Pride,Comedy,tt3169706,2014,7.8,Matthew Warchus,"56,269",,7.6,"30,331",8.1,"13,152"
1140,Vicky Donor,Comedy,tt2317337,2012,7.8,Shoojit Sircar,"43,002",$0.17M,7.8,"28,701",7.3,"2,071"
1141,Big Hero 6,Comedy,tt2245084,2014,7.8,Don Hall,"450,796",$222.53M,7.7,"238,017",8.1,"74,299"
1142,About Time,Comedy,tt2194499,2013,7.8,Richard Curtis,"340,193",$15.32M,7.7,"172,261",7.9,"75,947"
1143,English Vinglish,Comedy,tt2181931,2012,7.8,Gauri Shinde,"36,140",$1.67M,7.8,"22,159",7.9,"3,891"
1144,Moonrise Kingdom,Comedy,tt1748122,2012,7.8,Wes Anderson,"345,346",$45.51M,7.7,"200,388",7.8,"63,787"
1145,How to Train Your Dragon 2,Comedy,tt1646971,2014,7.8,Dean DeBlois,"329,558",$177.00M,7.7,"181,538",8.1,"55,158"
1146,The Big Short,Comedy,tt1596363,2015,7.8,Adam McKay,"418,914",$70.26M,7.8,"247,032",7.6,"45,585"
1147,Little Miss Sunshine,Comedy,tt0449059,2006,7.8,Jonathan Dayton,"472,499",$59.89M,7.8,"271,016",8.0,"98,200"
1148,Hot Fuzz,Comedy,tt0425112,2007,7.8,Edgar Wright,"498,123",$23.64M,7.8,"327,242",7.9,"52,499"
1149,Tôkyô goddofâzâzu,Comedy,tt0388473,2003,7.8,Satoshi Kon,"39,289",$0.13M,7.7,"22,412",8.0,"5,772"
1150,Les choristes,Comedy,tt0372824,2004,7.8,Christophe Barratier,"61,701",$3.64M,7.7,"32,015",8.2,"15,096"
1151,Being John Malkovich,Comedy,tt0120601,1999,7.8,Spike Jonze,"331,555",$22.86M,7.8,"205,786",7.6,"44,546"
1152,Ed Wood,Comedy,tt0109707,1994,7.8,Tim Burton,"175,004",$5.89M,7.9,"111,721",7.7,"25,433"
1153,The Sandlot,Comedy,tt0108037,1993,7.8,David Mickey Evans,"89,957",$32.42M,7.7,"52,693",7.9,"13,003"
1154,Crimes and Misdemeanors,Comedy,tt0097123,1989,7.8,Woody Allen,"57,751",$18.25M,7.9,"38,135",7.7,"6,484"
1155,Back to the Future Part II,Comedy,tt0096874,1989,7.8,Robert Zemeckis,"521,019",$118.50M,7.8,"319,022",7.8,"52,062"
1156,Ferris Bueller's Day Off,Comedy,tt0091042,1986,7.8,John Hughes,"350,296",$70.14M,7.7,"200,978",7.8,"53,683"
1157,The Breakfast Club,Comedy,tt0088847,1985,7.8,John Hughes,"388,923",$45.88M,7.8,"197,225",8.0,"83,610"
1158,Ghostbusters,Comedy,tt0087332,1984,7.8,Ivan Reitman,"406,749",$238.63M,7.8,"248,086",7.6,"47,083"
1159,The King of Comedy,Comedy,tt0085794,1982,7.8,Martin Scorsese,"101,480",$2.50M,7.8,"66,830",7.5,"6,039"
1160,Le charme discret de la bourgeoisie,Comedy,tt0068361,1972,7.8,Luis Buñuel,"42,631",$0.20M,7.8,"27,636",7.8,"5,470"
1161,Guess Who's Coming to Dinner,Comedy,tt0061735,1967,7.8,Stanley Kramer,"44,950",$56.70M,7.7,"26,037",8.0,"8,206"
1162,Mary Poppins,Comedy,tt0058331,1964,7.8,Robert Stevenson,"170,153",$102.27M,7.7,"81,461",8.1,"42,053"
1163,To Have and Have Not,Comedy,tt0037382,1944,7.8,Howard Hawks,"34,410",,7.8,"21,386",7.9,"4,696"
1164,His Girl Friday,Comedy,tt0032599,1940,7.8,Howard Hawks,"58,184",$0.30M,7.8,"34,468",7.9,"10,363"
1165,You Can't Take It with You,Comedy,tt0030993,1938,7.8,Frank Capra,"25,675",$4.66M,7.8,"15,392",8.0,"4,707"
1166,Bringing Up Baby,Comedy,tt0029947,1938,7.8,Howard Hawks,"61,057",,7.8,"34,671",8.0,"12,295"
1167,A Night at the Opera,Comedy,tt0026778,1935,7.8,Sam Wood,"32,776",$2.54M,7.8,"21,686",7.9,"3,531"
1168,Duck Soup,Comedy,tt0023969,1933,7.8,Leo McCarey,"59,862",,7.8,"40,237",7.7,"6,698"
1169,Deadpool 2,Comedy,tt5463162,2018,7.7,David Leitch,"559,065",$324.59M,7.6,"297,970",7.8,"54,288"
1170,Perfetti sconosciuti,Comedy,tt4901306,2016,7.7,Paolo Genovese,"64,435",,7.7,"33,117",7.9,"12,735"
1171,Kapoor & Sons,Comedy,tt4900716,2016,7.7,Shakun Batra,"26,018",$2.61M,7.7,"14,458",7.6,"2,112"
1172,En man som heter Ove,Comedy,tt4080728,2015,7.7,Hannes Holm,"54,111",$3.36M,7.6,"31,354",7.9,"8,815"
1173,Kingsman: The Secret Service,Comedy,tt2802144,2014,7.7,Matthew Vaughn,"655,372",$128.26M,7.6,"372,400",7.8,"84,452"
1174,Me and Earl and the Dying Girl,Comedy,tt2582496,2015,7.7,Alfonso Gomez-Rejon,"130,627",$6.74M,7.7,"73,737",7.7,"23,650"
1175,Birdman or (The Unexpected Virtue of Ignorance),Comedy,tt2562232,2014,7.7,Alejandro G. Iñárritu,"620,350",$42.34M,7.7,"365,627",7.4,"79,636"
1176,Toy Story 4,Comedy,tt1979376,2019,7.7,Josh Cooley,"241,046",$434.04M,7.7,"122,314",7.7,"25,509"
1177,Nebraska,Comedy,tt1821549,2013,7.7,Alexander Payne,"117,635",$17.65M,7.7,"81,575",7.7,"14,974"
1178,Wreck-It Ralph,Comedy,tt1772341,2012,7.7,Rich Moore,"414,175",$189.42M,7.7,"236,940",7.8,"62,836"
1179,Midnight in Paris,Comedy,tt1605783,2011,7.7,Woody Allen,"418,380",$56.82M,7.7,"232,501",7.6,"93,892"
1180,The Lego Movie,Comedy,tt1490017,2014,7.7,Phil Lord,"348,699",$257.76M,7.7,"211,242",7.6,"43,418"
1181,The Hangover,Comedy,tt1119646,2009,7.7,Todd Phillips,"770,818",$277.32M,7.7,"483,899",7.6,"108,867"
1182,Silver Linings Playbook,Comedy,tt1045658,2012,7.7,David O. Russell,"700,847",$132.09M,7.7,"387,636",7.6,"148,280"
1183,Druk,Comedy,tt10288566,2020,7.7,Thomas Vinterberg,"146,019",,7.7,"77,574",7.7,"15,591"
1184,(500) Days of Summer,Comedy,tt1022603,2009,7.7,Marc Webb,"505,503",$32.39M,7.7,"273,314",7.6,"119,021"
1185,Flipped,Comedy,tt0817177,2010,7.7,Rob Reiner,"89,210",$1.75M,7.6,"41,446",7.8,"27,256"
1186,Toki o kakeru shôjo,Comedy,tt0808506,2006,7.7,Mamoru Hosoda,"65,585",,7.6,"36,686",7.9,"11,118"
1187,Adams æbler,Comedy,tt0418455,2005,7.7,Anders Thomas Jensen,"50,419",$0.00M,7.7,"32,616",7.9,"7,937"
1188,Tangled,Comedy,tt0398286,2010,7.7,Nathan Greno,"442,902",$200.82M,7.6,"203,817",8.1,"115,457"
1189,Kung fu,Comedy,tt0373074,2004,7.7,Stephen Chow,"137,720",$17.11M,7.7,"97,051",7.8,"10,150"
1190,Lost in Translation,Comedy,tt0335266,2003,7.7,Sofia Coppola,"446,641",$44.59M,7.8,"266,167",7.5,"71,732"
1191,Good Bye Lenin!,Comedy,tt0301357,2003,7.7,Wolfgang Becker,"145,249",$4.06M,7.7,"87,917",7.9,"28,571"
1192,Les triplettes de Belleville,Comedy,tt0286244,2003,7.7,Sylvain Chomet,"54,267",$7.00M,7.7,"32,992",8.0,"9,992"
1193,Adaptation.,Comedy,tt0268126,2002,7.7,Spike Jonze,"191,045",$22.25M,7.7,"123,848",7.3,"23,142"
1194,Hedwig and the Angry Inch,Comedy,tt0248845,2001,7.7,John Cameron Mitchell,"35,459",$3.03M,7.6,"18,610",8.0,"9,095"
1195,"O Brother, Where Art Thou?",Comedy,tt0190590,2000,7.7,Joel Coen,"308,160",$45.51M,7.7,"197,970",7.7,"33,777"
1196,"South Park: Bigger, Longer & Uncut",Comedy,tt0158983,1999,7.7,Trey Parker,"202,998",$52.04M,7.8,"136,744",7.4,"17,380"
1197,Office Space,Comedy,tt0151804,1999,7.7,Mike Judge,"262,648",$10.82M,7.7,"175,230",7.5,"28,559"
1198,Happiness,Comedy,tt0147612,1998,7.7,Todd Solondz,"69,947",$2.81M,7.7,"44,960",7.6,"9,484"
1199,As Good as It Gets,Comedy,tt0119822,1997,7.7,James L. Brooks,"295,846",$148.48M,7.7,"175,250",7.7,"50,189"
1200,Il postino,Comedy,tt0110877,1994,7.7,Michael Radford,"36,299",$21.85M,7.7,"21,440",7.8,"4,846"
1201,Clerks,Comedy,tt0109445,1994,7.7,Kevin Smith,"220,406",$3.15M,7.7,"149,299",7.5,"20,531"
1202,Short Cuts,Comedy,tt0108122,1993,7.7,Robert Altman,"44,717",$6.11M,7.7,"29,352",7.4,"4,917"
1203,Naked,Comedy,tt0107653,1993,7.7,Mike Leigh,"39,031",$1.77M,7.7,"25,065",7.7,"4,554"
1204,The Muppet Christmas Carol,Comedy,tt0104940,1992,7.7,Brian Henson,"57,738",$27.28M,7.6,"32,020",8.0,"10,385"
1205,Kurenai no buta,Comedy,tt0104652,1992,7.7,Hayao Miyazaki,"87,849",,7.7,"51,856",7.5,"11,490"
1206,Night on Earth,Comedy,tt0102536,1991,7.7,Jim Jarmusch,"60,149",$2.02M,7.6,"37,228",7.8,"9,032"
1207,Home Alone,Comedy,tt0099785,1990,7.7,Chris Columbus,"554,990",$285.76M,7.6,"296,644",7.8,"83,213"
1208,When Harry Met Sally...,Comedy,tt0098635,1989,7.7,Rob Reiner,"215,472",$92.82M,7.6,"109,206",7.7,"51,282"
1209,Who Framed Roger Rabbit,Comedy,tt0096438,1988,7.7,Robert Zemeckis,"198,301",$156.45M,7.7,"121,372",7.6,"26,915"
1210,Evil Dead II,Comedy,tt0092991,1987,7.7,Sam Raimi,"161,854",$5.92M,7.7,"109,099",7.4,"11,710"
1211,Down by Law,Comedy,tt0090967,1986,7.7,Jim Jarmusch,"51,359",$1.44M,7.6,"34,315",7.9,"5,881"
1212,The Purple Rose of Cairo,Comedy,tt0089853,1985,7.7,Woody Allen,"51,387",$10.63M,7.7,"32,295",7.7,"7,723"
1213,The Goonies,Comedy,tt0089218,1985,7.7,Richard Donner,"267,259",$61.50M,7.7,"157,354",8.0,"39,394"
1214,Zelig,Comedy,tt0086637,1983,7.7,Woody Allen,"41,955",$11.80M,7.7,"27,629",7.8,"4,885"
1215,Airplane!,Comedy,tt0080339,1980,7.7,Jim Abrahams,"234,901",$83.40M,7.7,"153,444",7.4,"20,900"
1216,Nashville,Comedy,tt0073440,1975,7.7,Robert Altman,"26,170",$14.82M,7.7,"17,629",7.3,"2,197"
1217,Love and Death,Comedy,tt0073312,1975,7.7,Woody Allen,"38,393",,7.6,"25,279",7.8,"4,275"
1218,Blazing Saddles,Comedy,tt0071230,1974,7.7,Mel Brooks,"137,352",$119.50M,7.6,"89,911",7.7,"12,413"
1219,The Quiet Man,Comedy,tt0045061,1952,7.7,John Ford,"38,483",$10.55M,7.6,"23,339",7.9,"5,115"
1220,The Two Popes,Comedy,tt8404614,2019,7.6,Fernando Meirelles,"121,825",,7.5,"66,499",7.7,"15,858"
1221,The Mitchells vs the Machines,Comedy,tt7979580,2021,7.6,Michael Rianda,"102,956",,7.6,"50,625",7.7,"10,162"
1222,Ölümlü Dünya,Comedy,tt7748244,2018,7.6,Ali Atay,"26,444",,7.6,"13,439",7.8,"2,978"
1223,Ludo,Comedy,tt7212754,2020,7.6,Anurag Basu,"38,522",,7.4,"14,380",7.5,"1,247"
1224,Once Upon a Time in... Hollywood,Comedy,tt7131622,2019,7.6,Quentin Tarantino,"695,133",$142.50M,7.6,"345,015",7.4,"67,833"
1225,Sanju,Comedy,tt6452574,2018,7.6,Rajkumar Hirani,"53,607",$7.91M,7.6,"28,844",7.6,"2,620"
1226,The Peanut Butter Falcon,Comedy,tt4364194,2019,7.6,Tyler Nilson,"86,924",$13.12M,7.5,"46,584",7.7,"9,759"
1227,Mr. Church,Comedy,tt4196848,2016,7.6,Bruce Beresford,"28,551",$0.69M,7.5,"16,234",7.8,"4,811"
1228,Guardians of the Galaxy Vol. 2,Comedy,tt3896198,2017,7.6,James Gunn,"656,503",$389.81M,7.5,"343,899",7.8,"68,728"
1229,Piku,Comedy,tt3767372,2015,7.6,Shoojit Sircar,"31,634",,7.5,"18,239",7.4,"2,570"
1230,Incredibles 2,Comedy,tt3606756,2018,7.6,Brad Bird,"288,001",$608.58M,7.5,"146,343",7.8,"34,252"
1231,Moana,Comedy,tt3521164,2016,7.6,Ron Clements,"323,891",$248.76M,7.5,"148,137",7.9,"59,092"
1232,What We Do in the Shadows,Comedy,tt3416742,2014,7.6,Jemaine Clement,"179,522",$3.33M,7.5,"101,208",7.9,"28,539"
1233,Philomena,Comedy,tt2431286,2013,7.6,Stephen Frears,"99,585",$37.71M,7.6,"57,556",7.8,"23,440"
1234,Tanu Weds Manu Returns,Comedy,tt2140465,2015,7.6,Aanand L. Rai,"28,742",,7.6,"17,352",7.2,"1,554"
1235,Wake Up Sid,Comedy,tt1324059,2009,7.6,Ayan Mukherjee,"31,096",$0.72M,7.5,"19,773",7.5,"2,416"
1236,Despicable Me,Comedy,tt1323594,2010,7.6,Pierre Coffin,"535,455",$251.51M,7.5,"292,796",7.9,"104,748"
1237,50/50,Comedy,tt1306980,2011,7.6,Jonathan Levine,"328,134",$35.01M,7.6,"208,541",7.6,"63,162"
1238,Kick-Ass,Comedy,tt1250777,2010,7.6,Matthew Vaughn,"555,221",$48.07M,7.7,"377,281",7.4,"63,958"
1239,Zombieland,Comedy,tt1156398,2009,7.6,Ruben Fleischer,"565,102",$75.59M,7.6,"359,091",7.6,"67,034"
1240,Gake no ue no Ponyo,Comedy,tt0876563,2008,7.6,Hayao Miyazaki,"140,844",$15.09M,7.6,"72,189",7.8,"30,420"
1241,Superbad,Comedy,tt0829482,2007,7.6,Greg Mottola,"566,444",$121.46M,7.6,"367,708",7.2,"64,789"
1242,Volver,Comedy,tt0441909,2006,7.6,Pedro Almodóvar,"101,069",$12.90M,7.5,"58,258",7.7,"22,994"
1243,Kung Fu Panda,Comedy,tt0441773,2008,7.6,Mark Osborne,"458,917",$215.43M,7.6,"268,530",7.5,"65,180"
1244,Stranger Than Fiction,Comedy,tt0420223,2006,7.6,Marc Forster,"227,587",$40.14M,7.6,"151,238",7.6,"36,744"
1245,Kontroll,Comedy,tt0373981,2003,7.6,Nimród Antal,"25,568",$0.24M,7.5,"17,637",7.9,"3,280"
1246,The Station Agent,Comedy,tt0340377,2003,7.6,Tom McCarthy,"70,292",$5.74M,7.6,"46,319",7.7,"10,353"
1247,Love Actually,Comedy,tt0314331,2003,7.6,Richard Curtis,"475,639",$59.70M,7.5,"220,214",7.9,"132,549"
1248,The Royal Tenenbaums,Comedy,tt0265666,2001,7.6,Wes Anderson,"288,718",$52.36M,7.5,"168,743",7.7,"47,439"
1249,Kuch Kuch Hota Hai,Comedy,tt0172684,1998,7.6,Karan Johar,"51,941",$2.10M,7.4,"31,739",7.9,"5,720"
1250,The Godfather,Crime,tt0068646,1972,9.2,Francis Ford Coppola,"1,797,395",$134.97M,9.2,"1,062,305",8.9,"164,294"
1251,Aynabaji,Crime,tt5354160,2016,9.0,Amitabh Reza Chowdhury,"26,047",,8.8,"13,464",8.9,935
1252,The Dark Knight,Crime,tt0468569,2008,9.0,Christopher Nolan,"2,573,389",$534.86M,9.0,"1,480,017",8.7,"265,210"
1253,The Godfather Part II,Crime,tt0071562,1974,9.0,Francis Ford Coppola,"1,238,306",$57.30M,9.0,"753,213",8.8,"104,523"
1254,12 Angry Men,Crime,tt0050083,1957,9.0,Sidney Lumet,"768,699",$4.36M,9.0,"448,814",8.9,"76,090"
1255,Jai Bhim,Crime,tt15097216,2021,8.9,T.J. Gnanavel,"191,116",,8.4,"36,079",7.6,"1,597"
1256,Pulp Fiction,Crime,tt0110912,1994,8.9,Quentin Tarantino,"1,994,447",$107.93M,9.0,"1,145,930",8.5,"220,222"
1257,Goodfellas,Crime,tt0099685,1990,8.7,Martin Scorsese,"1,125,242",$46.84M,8.7,"694,755",8.4,"90,545"
1258,Cidade de Deus,Crime,tt0317248,2002,8.6,Fernando Meirelles,"743,992",$7.56M,8.6,"490,510",8.4,"70,549"
1259,The Green Mile,Crime,tt0120689,1999,8.6,Frank Darabont,"1,264,953",$136.80M,8.6,"708,544",8.7,"166,806"
1260,Se7en,Crime,tt0114369,1995,8.6,David Fincher,"1,597,357",$100.13M,8.7,"906,130",8.5,"191,168"
1261,The Silence of the Lambs,Crime,tt0102926,1991,8.6,Jonathan Demme,"1,392,892",$130.74M,8.6,"770,459",8.6,"188,564"
1262,Kaithi,Crime,tt9900782,2019,8.5,Lokesh Kanagaraj,"25,049",,8.2,"8,767",8.1,271
1263,K.G.F: Chapter 2,Crime,tt10698680,2022,8.5,Prashanth Neel,"108,923",,7.9,"17,419",7.3,556
1264,Sardar Udham,Crime,tt10280296,2021,8.5,Shoojit Sircar,"39,918",,8.2,"11,660",7.6,654
1265,The Departed,Crime,tt0407887,2006,8.5,Martin Scorsese,"1,293,248",$132.38M,8.5,"796,388",8.4,"134,113"
1266,American History X,Crime,tt0120586,1998,8.5,Tony Kaye,"1,100,852",$6.72M,8.5,"679,230",8.6,"128,978"
1267,The Usual Suspects,Crime,tt0114814,1995,8.5,Bryan Singer,"1,065,020",$23.34M,8.5,"659,962",8.4,"102,749"
1268,Léon,Crime,tt0110413,1994,8.5,Luc Besson,"1,132,535",$19.50M,8.5,"667,635",8.6,"131,644"
1269,Joker,Crime,tt7286456,2019,8.4,Todd Phillips,"1,206,084",$335.45M,8.3,"552,885",8.4,"112,024"
1270,Drishyam 2,Crime,tt12361178,2021,8.4,Jeethu Joseph,"35,228",,8.2,"12,372",7.6,683
1271,Tengoku to jigoku,Crime,tt0057565,1963,8.4,Akira Kurosawa,"43,356",,8.4,"28,351",8.2,"3,573"
1272,Witness for the Prosecution,Crime,tt0051201,1957,8.4,Billy Wilder,"122,716",$8.18M,8.4,"73,635",8.5,"13,992"
1273,Ratsasan,Crime,tt7060344,2018,8.3,Ram Kumar,"39,989",,8.0,"16,886",7.2,"1,020"
1274,Drishyam,Crime,tt3417422,2013,8.3,Jeethu Joseph,"40,625",,8.1,"23,236",7.4,"1,491"
1275,Snatch,Crime,tt0208092,2000,8.3,Guy Ritchie,"839,877",$30.33M,8.3,"547,370",8.1,"78,611"
1276,Heat,Crime,tt0113277,1995,8.3,Michael Mann,"637,752",$67.44M,8.3,"427,053",7.9,"39,217"
1277,Reservoir Dogs,Crime,tt0105236,1992,8.3,Quentin Tarantino,"995,059",$2.83M,8.3,"614,251",8.1,"88,499"
1278,Once Upon a Time in America,Crime,tt0087843,1984,8.3,Sergio Leone,"344,815",$5.32M,8.4,"227,038",8.1,"25,190"
1279,Scarface,Crime,tt0086250,1983,8.3,Brian De Palma,"815,902",$45.60M,8.3,"521,729",8.0,"62,545"
1280,The Sting,Crime,tt0070735,1973,8.3,George Roy Hill,"258,426",$159.60M,8.3,"164,925",8.2,"24,230"
1281,A Clockwork Orange,Crime,tt0066921,1971,8.3,Stanley Kubrick,"813,500",$6.21M,8.3,"484,656",8.1,"99,854"
1282,To Kill a Mockingbird,Crime,tt0056592,1962,8.3,Robert Mulligan,"312,774",,8.2,"178,055",8.4,"50,846"
1283,Double Indemnity,Crime,tt0036775,1944,8.3,Billy Wilder,"154,975",$5.72M,8.3,"94,627",8.1,"18,620"
1284,M - Eine Stadt sucht einen Mörder,Crime,tt0022100,1931,8.3,Fritz Lang,"155,801",$0.03M,8.3,"97,603",8.2,"17,027"
1285,Andhadhun,Crime,tt8108198,2018,8.2,Sriram Raghavan,"89,928",$1.37M,8.1,"47,379",7.9,"5,128"
1286,K.G.F: Chapter 1,Crime,tt7838252,2018,8.2,Prashanth Neel,"77,577",,7.8,"26,164",7.2,759
1287,Vikram Vedha,Crime,tt6148156,2017,8.2,Gayatri,"37,700",,8.0,"19,218",7.3,917
1288,Drishyam,Crime,tt4430212,2015,8.2,Nishikant Kamat,"80,125",$0.74M,8.1,"45,894",7.8,"3,823"
1289,Gangs of Wasseypur,Crime,tt1954470,2012,8.2,Anurag Kashyap,"94,161",,8.1,"58,227",6.9,"3,089"
1290,Paan Singh Tomar,Crime,tt1620933,2012,8.2,Tigmanshu Dhulia,"36,060",$0.04M,8.1,"24,706",7.7,"1,018"
1291,Article 15,Crime,tt10324144,2019,8.2,Anubhav Sinha,"32,896",,8.0,"15,903",8.2,"1,109"
1292,The Wolf of Wall Street,Crime,tt0993846,2013,8.2,Martin Scorsese,"1,351,425",$116.90M,8.2,"724,097",7.8,"160,188"
1293,No Country for Old Men,Crime,tt0477348,2007,8.2,Ethan Coen,"946,924",$74.28M,8.2,"600,405",7.7,"84,396"
1294,Batman Begins,Crime,tt0372784,2005,8.2,Christopher Nolan,"1,434,442",$206.85M,8.3,"867,643",8.1,"139,041"
1295,Kill Bill: Vol. 1,Crime,tt0266697,2003,8.2,Quentin Tarantino,"1,089,524",$70.10M,8.1,"646,530",8.2,"130,000"
1296,"Lock, Stock and Two Smoking Barrels",Crime,tt0120735,1998,8.2,Guy Ritchie,"573,218",$3.90M,8.2,"386,751",8.1,"48,550"
1297,L.A. Confidential,Crime,tt0119488,1997,8.2,Curtis Hanson,"574,007",$64.62M,8.3,"374,085",8.0,"52,203"
1298,Casino,Crime,tt0112641,1995,8.2,Martin Scorsese,"508,748",$42.44M,8.2,"333,909",7.9,"35,188"
1299,Taxi Driver,Crime,tt0075314,1976,8.2,Martin Scorsese,"803,286",$28.26M,8.3,"489,445",8.0,"72,360"
1300,Z,Crime,tt0065234,1969,8.2,Costa-Gavras,"28,444",$0.08M,8.2,"19,816",8.2,"2,628"
1301,Dial M for Murder,Crime,tt0046912,1954,8.2,Alfred Hitchcock,"173,189",$0.01M,8.2,"104,534",8.2,"22,220"
1302,Rashômon,Crime,tt0042876,1950,8.2,Akira Kurosawa,"166,166",$0.10M,8.2,"105,681",8.1,"15,282"
1303,Pink,Crime,tt5571734,2016,8.1,Aniruddha Roy Chowdhury,"44,456",$1.24M,8.0,"24,256",8.0,"2,758"
